tenure,InternetService,OnlineSecurity,TechSupport,Contract,MonthlyCharges,Churn
50,Fiber optic,Yes,No,One year,103.95,No
47,Fiber optic,Yes,Yes,One year,110.85,Yes
8,No,No internet service,No internet service,Two year,20.15,No
18,No,No internet service,No internet service,Month-to-month,20.05,No
72,DSL,Yes,Yes,Two year,91.95,No
1,Fiber optic,No,No,Month-to-month,80.5,Yes
42,DSL,No,No,Month-to-month,55.65,No
18,Fiber optic,No,No,Month-to-month,74.7,No
13,Fiber optic,No,No,One year,104.15,No
68,Fiber optic,No,Yes,One year,83.65,No
4,Fiber optic,No,No,Month-to-month,72.2,Yes
69,Fiber optic,Yes,No,Two year,110.05,No
17,DSL,No,Yes,Month-to-month,51.5,Yes
25,No,No internet service,No internet service,Two year,25.5,No
43,Fiber optic,No,No,Month-to-month,89.55,Yes
59,No,No internet service,No internet service,Two year,19.5,No
5,Fiber optic,Yes,No,Month-to-month,80.7,No
21,DSL,Yes,Yes,One year,77.5,Yes
69,Fiber optic,Yes,Yes,One year,105.1,No
13,DSL,No,No,Month-to-month,25.15,No
42,Fiber optic,No,No,Month-to-month,95.25,Yes
52,Fiber optic,No,Yes,Month-to-month,95.65,No
46,Fiber optic,Yes,No,Month-to-month,85,Yes
61,DSL,Yes,Yes,Two year,80.8,No
29,DSL,No,No,One year,24.85,No
25,DSL,No,Yes,One year,54.75,No
5,Fiber optic,No,Yes,Month-to-month,85.75,Yes
15,DSL,No,No,One year,50.75,No
19,No,No internet service,No internet service,Two year,20.15,No
44,No,No internet service,No internet service,Two year,20.05,No
6,Fiber optic,No,No,Month-to-month,98.25,Yes
58,DSL,Yes,Yes,Two year,71.6,No
62,Fiber optic,Yes,No,One year,81.45,No
70,DSL,No,Yes,One year,58.4,No
1,DSL,No,No,Month-to-month,25.7,Yes
10,DSL,Yes,Yes,Two year,53.7,No
26,No,No internet service,No internet service,One year,19.6,No
66,Fiber optic,No,No,Month-to-month,89.4,No
7,Fiber optic,No,No,Month-to-month,69,Yes
51,Fiber optic,No,Yes,One year,84.2,No
72,Fiber optic,Yes,Yes,Two year,106.1,No
65,No,No internet service,No internet service,Two year,25.75,No
2,DSL,No,No,Month-to-month,46.05,Yes
70,DSL,Yes,Yes,One year,64.95,No
72,DSL,No,Yes,Two year,85.45,No
1,No,No internet service,No internet service,Month-to-month,20.05,No
1,Fiber optic,No,No,Month-to-month,76.4,Yes
5,Fiber optic,No,No,Month-to-month,100.5,Yes
3,No,No internet service,No internet service,Month-to-month,20.7,No
58,No,No internet service,No internet service,Two year,25.3,No
22,DSL,Yes,No,Month-to-month,40.05,Yes
33,Fiber optic,No,No,Month-to-month,100.6,No
1,Fiber optic,No,No,Month-to-month,69.95,Yes
54,Fiber optic,No,No,Month-to-month,74,No
72,Fiber optic,No,No,Two year,99.4,No
1,Fiber optic,No,No,Month-to-month,93.3,Yes
3,DSL,No,No,Month-to-month,49.15,Yes
72,Fiber optic,Yes,Yes,Two year,107.45,No
72,DSL,Yes,No,Two year,83.6,No
54,Fiber optic,No,No,Month-to-month,99.05,No
59,DSL,No,Yes,One year,80.1,No
54,DSL,Yes,No,Two year,65.3,No
60,Fiber optic,No,No,Two year,89.55,No
60,DSL,No,Yes,Two year,60.8,No
3,Fiber optic,No,No,Month-to-month,74.5,No
69,Fiber optic,Yes,No,Two year,99.15,No
1,No,No internet service,No internet service,Month-to-month,19.25,No
50,DSL,Yes,No,Month-to-month,39.45,No
56,DSL,No,No,Month-to-month,44.85,No
60,Fiber optic,Yes,Yes,Two year,97.2,No
69,Fiber optic,Yes,Yes,One year,110.55,No
1,DSL,No,No,Month-to-month,35.05,Yes
1,Fiber optic,No,No,Month-to-month,73,Yes
3,No,No internet service,No internet service,Month-to-month,19.9,No
60,DSL,No,Yes,Two year,76.95,No
13,DSL,No,Yes,Two year,35.4,No
62,No,No internet service,No internet service,Two year,20.45,No
45,Fiber optic,Yes,No,One year,96.75,No
25,DSL,No,Yes,One year,54.2,No
44,Fiber optic,No,Yes,Two year,100.1,No
2,DSL,No,No,Month-to-month,45.25,No
33,Fiber optic,No,No,Month-to-month,83.85,Yes
1,Fiber optic,No,No,Month-to-month,70.1,Yes
22,No,No internet service,No internet service,One year,20.85,No
35,DSL,No,Yes,Month-to-month,33.45,No
29,No,No internet service,No internet service,Two year,20.2,No
27,Fiber optic,Yes,No,One year,85.9,No
54,DSL,No,Yes,One year,61,No
2,Fiber optic,No,No,Month-to-month,70.65,Yes
57,Fiber optic,No,No,One year,86.9,No
62,DSL,Yes,Yes,Two year,69.4,No
15,No,No internet service,No internet service,One year,20.35,No
2,No,No internet service,No internet service,Month-to-month,20.35,Yes
70,Fiber optic,No,Yes,Two year,104.3,No
21,DSL,No,No,Month-to-month,44.95,No
23,DSL,No,Yes,One year,49.45,No
6,No,No internet service,No internet service,One year,20.6,No
4,No,No internet service,No internet service,Two year,19.55,No
3,Fiber optic,Yes,No,Month-to-month,99,Yes
23,Fiber optic,No,No,Month-to-month,93.5,No
26,DSL,Yes,Yes,One year,54.55,No
8,No,No internet service,No internet service,Month-to-month,20.05,No
26,Fiber optic,No,No,Month-to-month,83.95,Yes
2,Fiber optic,No,No,Month-to-month,79.45,No
67,Fiber optic,Yes,Yes,Two year,116.2,Yes
71,Fiber optic,No,No,Two year,93.7,Yes
59,DSL,Yes,Yes,One year,79.85,No
39,Fiber optic,No,No,One year,100,No
21,No,No internet service,No internet service,Two year,19.6,No
1,No,No internet service,No internet service,Month-to-month,19.7,Yes
48,No,No internet service,No internet service,Two year,20.2,No
31,DSL,Yes,No,One year,50.4,No
64,Fiber optic,Yes,Yes,One year,113.35,No
46,Fiber optic,No,No,Month-to-month,80,No
52,DSL,No,Yes,Two year,80.95,No
67,No,No internet service,No internet service,Two year,24.9,No
67,DSL,No,No,Month-to-month,54.9,No
5,Fiber optic,No,No,Month-to-month,75.55,Yes
71,Fiber optic,No,Yes,Two year,109.25,No
9,Fiber optic,No,No,Month-to-month,77.65,Yes
26,Fiber optic,Yes,No,Month-to-month,95,Yes
71,Fiber optic,Yes,Yes,One year,116.3,No
32,No,No internet service,No internet service,Month-to-month,19.9,No
2,Fiber optic,No,No,Month-to-month,70.35,No
71,No,No internet service,No internet service,Two year,25.6,No
60,DSL,Yes,No,One year,44.45,No
55,Fiber optic,No,No,One year,100.15,No
54,Fiber optic,Yes,Yes,One year,105.4,Yes
2,Fiber optic,No,No,Month-to-month,95.85,Yes
6,Fiber optic,No,No,Month-to-month,73.85,No
48,DSL,Yes,No,Two year,70.1,No
63,No,No internet service,No internet service,Two year,25.25,No
1,Fiber optic,No,No,Month-to-month,79.15,Yes
12,No,No internet service,No internet service,Month-to-month,21.05,No
54,DSL,No,No,Month-to-month,24.95,No
30,DSL,No,Yes,One year,64.5,No
30,No,No internet service,No internet service,Month-to-month,19.65,Yes
4,Fiber optic,No,No,Month-to-month,79,Yes
40,Fiber optic,No,Yes,One year,105.95,No
9,Fiber optic,No,Yes,Month-to-month,75.85,No
17,Fiber optic,Yes,Yes,Month-to-month,91.85,Yes
62,DSL,No,No,Two year,43.6,No
28,Fiber optic,No,Yes,One year,91.25,No
70,DSL,Yes,Yes,Two year,89.75,No
46,Fiber optic,No,Yes,Two year,104.4,No
23,Fiber optic,No,No,Month-to-month,90.15,No
47,DSL,Yes,Yes,One year,40.3,No
68,Fiber optic,Yes,No,Two year,105.25,No
60,Fiber optic,No,Yes,One year,106,Yes
67,Fiber optic,No,Yes,Two year,104,No
14,DSL,No,Yes,Month-to-month,69.65,No
57,Fiber optic,No,No,Month-to-month,74.3,No
55,Fiber optic,Yes,No,One year,100.9,No
1,No,No internet service,No internet service,Month-to-month,20.25,No
1,DSL,No,Yes,Month-to-month,49.9,Yes
23,Fiber optic,No,Yes,Month-to-month,96.9,No
13,Fiber optic,Yes,No,Month-to-month,100.35,Yes
47,Fiber optic,No,No,Month-to-month,104.1,No
38,No,No internet service,No internet service,One year,20.1,No
38,Fiber optic,No,No,Month-to-month,74.95,Yes
2,DSL,No,No,Month-to-month,56.55,No
1,DSL,No,Yes,Month-to-month,49.25,Yes
15,Fiber optic,No,No,Month-to-month,68.6,No
26,Fiber optic,No,No,Month-to-month,69.05,No
35,No,No internet service,No internet service,Two year,19.7,No
3,No,No internet service,No internet service,Month-to-month,20.05,No
50,Fiber optic,No,Yes,Month-to-month,103.7,Yes
42,Fiber optic,Yes,No,Month-to-month,94.4,No
10,DSL,Yes,Yes,Month-to-month,54.95,No
61,Fiber optic,Yes,Yes,One year,93.7,No
68,Fiber optic,Yes,Yes,Two year,110.25,No
10,Fiber optic,Yes,No,One year,98.9,No
65,Fiber optic,Yes,No,One year,89.75,Yes
72,DSL,Yes,Yes,Two year,80.45,No
55,Fiber optic,No,Yes,Month-to-month,79.4,No
1,No,No internet service,No internet service,Month-to-month,20.3,Yes
7,DSL,No,Yes,Month-to-month,62.8,No
2,Fiber optic,No,No,Month-to-month,74.9,No
9,Fiber optic,Yes,No,Month-to-month,74.85,No
27,No,No internet service,No internet service,Two year,25.85,No
7,Fiber optic,No,No,Month-to-month,101.95,Yes
64,DSL,No,Yes,Two year,68.3,No
70,DSL,Yes,Yes,Two year,48.4,No
2,Fiber optic,No,No,Month-to-month,94,Yes
67,Fiber optic,Yes,Yes,Two year,105.05,No
45,Fiber optic,No,No,Month-to-month,89.3,Yes
24,No,No internet service,No internet service,Two year,25.15,No
4,No,No internet service,No internet service,Two year,19.5,No
44,Fiber optic,No,No,Month-to-month,92.95,No
72,No,No internet service,No internet service,Two year,20.7,No
1,Fiber optic,No,No,Month-to-month,74.3,Yes
66,No,No internet service,No internet service,Two year,19.35,No
1,DSL,No,Yes,Month-to-month,44.65,Yes
13,Fiber optic,Yes,No,Month-to-month,84.05,Yes
10,Fiber optic,No,No,Month-to-month,80.7,Yes
65,Fiber optic,No,No,Month-to-month,104.35,No
1,No,No internet service,No internet service,Month-to-month,19.55,No
38,DSL,Yes,Yes,One year,74.05,No
23,DSL,Yes,Yes,Two year,40.1,No
10,No,No internet service,No internet service,One year,20.1,No
4,Fiber optic,No,No,Month-to-month,101.7,Yes
72,DSL,Yes,Yes,Two year,83.55,No
35,DSL,No,Yes,Month-to-month,56.85,No
1,No,No internet service,No internet service,Month-to-month,20.4,Yes
58,No,No internet service,No internet service,Two year,19.55,No
70,Fiber optic,No,Yes,One year,106.15,No
38,DSL,No,No,One year,78.95,No
60,DSL,No,No,Month-to-month,49.75,No
26,Fiber optic,Yes,No,Month-to-month,92.4,No
8,DSL,Yes,Yes,One year,58.2,No
41,Fiber optic,No,Yes,One year,102.6,Yes
36,Fiber optic,No,No,Month-to-month,91.95,No
54,DSL,No,Yes,One year,65.25,No
71,Fiber optic,No,No,Two year,106,Yes
55,Fiber optic,No,No,Month-to-month,73.1,No
72,DSL,Yes,No,Two year,59.75,No
3,DSL,Yes,Yes,Month-to-month,55.1,Yes
54,DSL,No,No,Two year,59.8,No
72,Fiber optic,Yes,Yes,Two year,116.6,No
52,Fiber optic,Yes,Yes,Two year,109.3,No
60,Fiber optic,Yes,No,One year,101.4,No
39,DSL,No,No,Month-to-month,50.65,No
15,DSL,No,No,One year,56.15,No
69,Fiber optic,No,Yes,Two year,106.5,Yes
43,No,No internet service,No internet service,One year,19.2,No
63,DSL,Yes,Yes,One year,83,No
2,Fiber optic,No,No,Month-to-month,70.1,No
72,Fiber optic,Yes,Yes,Two year,108.3,No
32,Fiber optic,No,No,Month-to-month,91.05,Yes
40,No,No internet service,No internet service,Two year,25.25,No
58,DSL,Yes,No,One year,45.35,No
67,DSL,Yes,Yes,Two year,43.9,No
51,Fiber optic,Yes,No,Month-to-month,77.5,Yes
31,DSL,No,Yes,One year,79.3,No
69,Fiber optic,Yes,No,Month-to-month,84.9,No
32,Fiber optic,No,Yes,One year,79.25,No
21,DSL,Yes,Yes,Two year,71.05,No
52,DSL,Yes,No,One year,53.75,No
72,No,No internet service,No internet service,Two year,24.25,No
72,DSL,No,No,Two year,54.2,Yes
52,DSL,Yes,No,One year,44.25,No
41,DSL,No,Yes,One year,50.05,No
41,No,No internet service,No internet service,Two year,20.15,No
6,Fiber optic,No,No,Month-to-month,69.25,Yes
67,DSL,Yes,Yes,One year,69.35,No
16,No,No internet service,No internet service,Month-to-month,19.35,No
17,No,No internet service,No internet service,Two year,19.15,No
35,DSL,Yes,No,Month-to-month,61,No
58,No,No internet service,No internet service,Two year,20.5,No
1,DSL,No,No,Month-to-month,50.5,Yes
52,DSL,No,Yes,Two year,50.2,No
70,DSL,Yes,Yes,Two year,79.6,No
19,No,No internet service,No internet service,Two year,24.9,No
1,Fiber optic,No,No,Month-to-month,74.4,Yes
35,Fiber optic,Yes,Yes,Month-to-month,106.9,No
32,Fiber optic,No,No,Month-to-month,101.35,No
17,DSL,Yes,Yes,Month-to-month,55.35,No
67,DSL,No,No,One year,50.55,No
9,No,No internet service,No internet service,Month-to-month,19.5,No
31,DSL,No,Yes,One year,79.45,Yes
4,Fiber optic,Yes,No,Month-to-month,90.65,No
58,Fiber optic,Yes,Yes,One year,89.85,No
60,DSL,Yes,Yes,One year,79,No
58,Fiber optic,No,Yes,One year,104.65,Yes
1,No,No internet service,No internet service,Month-to-month,19.55,No
27,No,No internet service,No internet service,Two year,19.9,No
66,Fiber optic,Yes,Yes,One year,116.25,No
15,Fiber optic,Yes,No,Month-to-month,87.75,No
47,Fiber optic,No,No,Month-to-month,100.05,Yes
41,Fiber optic,Yes,No,Month-to-month,81.3,No
59,DSL,No,No,Month-to-month,44.3,No
50,Fiber optic,No,No,Two year,70.35,No
17,DSL,Yes,No,One year,44.45,No
6,DSL,Yes,No,Month-to-month,49.15,No
51,DSL,No,No,Month-to-month,29.45,No
44,Fiber optic,No,Yes,Month-to-month,100.55,Yes
49,Fiber optic,No,No,Month-to-month,85.3,No
2,Fiber optic,No,No,Month-to-month,95.65,Yes
59,DSL,Yes,Yes,One year,69.1,No
50,DSL,Yes,No,Month-to-month,70.35,No
59,No,No internet service,No internet service,Two year,20.6,No
18,Fiber optic,No,No,Month-to-month,74.15,No
10,Fiber optic,No,No,Month-to-month,75.05,No
14,DSL,No,No,One year,44.6,No
35,No,No internet service,No internet service,Two year,21.45,No
8,DSL,No,No,One year,43.45,No
18,No,No internet service,No internet service,One year,20.05,No
60,Fiber optic,Yes,No,One year,94.15,No
1,Fiber optic,No,No,Month-to-month,94.4,Yes
6,No,No internet service,No internet service,Two year,19.55,No
19,DSL,Yes,Yes,Month-to-month,75.9,No
53,DSL,Yes,Yes,One year,64.15,No
72,Fiber optic,Yes,No,Two year,109.55,No
60,Fiber optic,No,Yes,Two year,110.8,No
1,DSL,No,No,Month-to-month,55,Yes
13,DSL,No,Yes,Month-to-month,53.45,No
5,Fiber optic,No,No,Month-to-month,69.95,No
1,Fiber optic,No,No,Month-to-month,101.45,Yes
13,Fiber optic,No,No,Month-to-month,97,No
37,DSL,Yes,Yes,One year,90.6,No
64,Fiber optic,Yes,No,Month-to-month,73.55,No
5,DSL,No,Yes,Month-to-month,67.95,Yes
61,Fiber optic,No,Yes,Two year,94.35,No
1,Fiber optic,No,No,Month-to-month,69.5,Yes
1,No,No internet service,No internet service,Month-to-month,18.85,Yes
26,No,No internet service,No internet service,One year,19.4,No
1,Fiber optic,No,No,Month-to-month,69.2,Yes
24,No,No internet service,No internet service,Two year,19.75,No
17,DSL,No,Yes,One year,54.6,No
26,DSL,No,No,Month-to-month,29.8,No
1,Fiber optic,No,No,Month-to-month,69.65,Yes
40,Fiber optic,Yes,No,Month-to-month,101.85,Yes
52,Fiber optic,No,No,Month-to-month,103.05,No
1,Fiber optic,No,No,Month-to-month,82.3,Yes
1,No,No internet service,No internet service,Month-to-month,20.3,No
21,DSL,Yes,Yes,Two year,35.1,No
67,Fiber optic,No,No,One year,105.7,No
44,DSL,Yes,Yes,Month-to-month,56.25,No
70,DSL,No,Yes,One year,60.35,No
3,Fiber optic,No,No,Month-to-month,79.25,Yes
56,DSL,Yes,No,Two year,59.8,No
13,Fiber optic,No,No,Month-to-month,84.6,Yes
58,Fiber optic,Yes,No,Month-to-month,93.4,Yes
42,Fiber optic,No,No,Month-to-month,94.2,Yes
1,DSL,No,No,Month-to-month,25.05,Yes
46,Fiber optic,Yes,Yes,Two year,99.65,No
63,DSL,Yes,No,Two year,50.65,No
11,DSL,No,Yes,Month-to-month,60.9,No
15,DSL,No,Yes,Month-to-month,59.65,No
72,DSL,Yes,Yes,Two year,64.7,No
29,DSL,No,No,Month-to-month,25.1,Yes
1,DSL,No,No,Month-to-month,48.95,Yes
6,DSL,No,No,Month-to-month,54.85,No
1,DSL,No,No,Month-to-month,45.3,Yes
63,Fiber optic,No,No,One year,91.35,No
2,Fiber optic,No,No,Month-to-month,85.85,Yes
18,No,No internet service,No internet service,Two year,25.1,No
43,DSL,Yes,Yes,Month-to-month,34,No
15,DSL,Yes,Yes,One year,45.9,No
10,Fiber optic,No,No,Month-to-month,95.2,Yes
55,No,No internet service,No internet service,Two year,20.5,No
49,Fiber optic,No,Yes,One year,100.6,Yes
6,DSL,No,No,Month-to-month,55.3,Yes
70,No,No internet service,No internet service,Two year,20.35,No
2,Fiber optic,No,No,Month-to-month,74.85,Yes
63,DSL,Yes,Yes,One year,36.1,No
25,DSL,No,Yes,Month-to-month,65.8,No
18,No,No internet service,No internet service,One year,20.35,No
28,Fiber optic,No,Yes,Month-to-month,105.8,No
53,Fiber optic,Yes,Yes,One year,96.75,No
35,Fiber optic,No,No,One year,102.35,Yes
1,DSL,No,No,Month-to-month,24.4,No
70,Fiber optic,Yes,Yes,One year,115.65,Yes
2,Fiber optic,No,Yes,Month-to-month,79.85,Yes
26,DSL,No,Yes,Month-to-month,73.05,No
34,DSL,Yes,No,One year,64.35,No
19,No,No internet service,No internet service,Two year,20.5,No
15,Fiber optic,No,No,Month-to-month,76,Yes
62,DSL,Yes,No,One year,54.75,No
42,Fiber optic,No,No,Month-to-month,104.75,Yes
9,DSL,Yes,No,Month-to-month,74.65,Yes
24,DSL,Yes,No,Month-to-month,51.15,No
68,DSL,Yes,No,Two year,41.95,No
31,DSL,No,Yes,Month-to-month,54.35,No
1,DSL,No,No,Month-to-month,56.25,Yes
21,Fiber optic,No,Yes,Month-to-month,106.1,Yes
63,Fiber optic,No,No,One year,96,No
2,Fiber optic,No,No,Month-to-month,79.75,Yes
61,DSL,No,Yes,Two year,61.45,No
1,Fiber optic,No,No,Month-to-month,68.65,Yes
18,No,No internet service,No internet service,One year,19.65,No
6,No,No internet service,No internet service,One year,19,No
33,Fiber optic,No,No,Month-to-month,100,No
16,No,No internet service,No internet service,Month-to-month,20.25,Yes
56,Fiber optic,No,Yes,Month-to-month,98.7,No
23,No,No internet service,No internet service,One year,19.8,No
9,Fiber optic,No,No,Month-to-month,73.8,No
14,Fiber optic,No,No,Month-to-month,100.2,Yes
15,Fiber optic,No,No,Month-to-month,74.9,Yes
5,No,No internet service,No internet service,Month-to-month,20.05,No
61,Fiber optic,Yes,No,Month-to-month,106.2,No
70,Fiber optic,Yes,Yes,Two year,116.55,No
15,Fiber optic,Yes,No,Month-to-month,99.7,No
8,No,No internet service,No internet service,Two year,19.7,No
8,No,No internet service,No internet service,Two year,19.5,No
4,DSL,Yes,No,Month-to-month,29.15,No
34,DSL,Yes,No,One year,55,No
68,DSL,Yes,Yes,Two year,90.8,No
45,DSL,No,Yes,One year,51,No
9,Fiber optic,No,No,Month-to-month,90.1,No
22,DSL,Yes,Yes,Month-to-month,59.05,No
2,No,No internet service,No internet service,Month-to-month,20.3,No
70,DSL,No,Yes,Two year,72.95,No
10,DSL,Yes,Yes,One year,73.55,No
72,DSL,Yes,Yes,Two year,84.3,No
49,DSL,No,No,One year,78,No
54,DSL,No,Yes,One year,72.1,No
71,Fiber optic,Yes,No,Two year,106.75,No
22,No,No internet service,No internet service,One year,19.25,No
50,No,No internet service,No internet service,Two year,20.55,No
43,No,No internet service,No internet service,One year,20,No
45,No,No internet service,No internet service,Two year,24.65,No
64,Fiber optic,Yes,No,Month-to-month,103.5,No
23,No,No internet service,No internet service,Two year,23.85,No
68,No,No internet service,No internet service,Two year,25.8,No
1,Fiber optic,No,No,Month-to-month,70.85,Yes
2,Fiber optic,No,No,Month-to-month,69.8,Yes
26,DSL,No,Yes,One year,59.45,No
55,DSL,No,Yes,Month-to-month,54.55,Yes
14,No,No internet service,No internet service,Month-to-month,20.05,No
71,DSL,Yes,Yes,Two year,82.55,No
64,DSL,Yes,Yes,One year,81.25,No
7,DSL,No,Yes,Month-to-month,70.75,Yes
57,DSL,Yes,Yes,Two year,74.3,No
13,Fiber optic,No,No,Month-to-month,94.1,Yes
3,DSL,Yes,No,Month-to-month,29.7,Yes
72,Fiber optic,No,Yes,Two year,109.7,No
40,Fiber optic,No,No,Month-to-month,96.35,No
14,DSL,No,Yes,Month-to-month,66.6,No
2,DSL,No,No,Month-to-month,44.5,No
66,Fiber optic,No,Yes,One year,110.9,Yes
38,Fiber optic,No,Yes,Month-to-month,105,Yes
1,DSL,No,No,Month-to-month,25.3,Yes
22,DSL,No,Yes,One year,55.15,Yes
1,No,No internet service,No internet service,Month-to-month,20.1,Yes
5,Fiber optic,No,No,Month-to-month,80.1,No
29,DSL,Yes,Yes,One year,69.05,No
1,Fiber optic,No,No,Month-to-month,69.9,Yes
3,No,No internet service,No internet service,Month-to-month,20.4,No
71,No,No internet service,No internet service,Two year,19.7,No
9,DSL,No,No,Month-to-month,50.1,No
43,Fiber optic,No,No,Month-to-month,101.4,Yes
48,DSL,Yes,No,One year,83.45,No
26,Fiber optic,Yes,No,Month-to-month,86.65,No
9,No,No internet service,No internet service,Month-to-month,20.15,No
1,Fiber optic,No,No,Month-to-month,80.8,Yes
46,No,No internet service,No internet service,Two year,19.4,No
2,DSL,No,No,Month-to-month,62.05,Yes
1,Fiber optic,No,No,Month-to-month,76.45,Yes
64,DSL,Yes,Yes,Two year,60.05,No
12,Fiber optic,No,No,Month-to-month,91.3,Yes
6,Fiber optic,No,No,Month-to-month,95.75,Yes
59,No,No internet service,No internet service,One year,20.35,No
